0x00, 1430278740.754	  73, 2262, 2452, 	-20494, 32188, 1698	 279, -4096, 1473, 	   0,  679, 	8000, 32640, 7104	2422	 39150,91439, 	32618,32.0
0x00, 1430278740.834	3910, 1304, 4038, 	-13875, 32767, 32767	 302, -4096, 1100, 	   0,  679, 	-16256, -32640, 32640	2993	 39150,91444, 	32621,32.0
0x00, 1430278740.928	2194, 3525, 4011, 	-2561, -32768, -6097	 379, -4096, 1119, 	   0,  679, 	32128, -8384, 32640	2994	 39145,91429, 	32621,32.0
0x00, 1430278741.006	   1,    1, 1558, 	-8091, -28821, -11872	 316, -4096, 1544, 	   0,  679, 	-32640, 32640, -2624	2109	 39146,91432, 	32621,32.0
0x00, 1430278741.100	4046, 3491, 4031, 	-1123, 32767, 8997	 328, -4096, 1150, 	   0,  679, 	32640, -32640, 32640	2926	 39147,91435, 	32621,32.0
0x00, 1430278741.194	  12,   83, 3960, 	11674, -32768, -27206	 286, -4096, 1413, 	   0,  679, 	-32640, 32640, 32640	3110	 39148,91438, 	32621,32.0
0x00, 1430278741.272	  70, 1874, 2474, 	-13899, 32767, 16566	 270, -4096, 1480, 	   0,  679, 	 832, 32640, 10176	2486	 39148,91438, 	32621,32.0
0x00, 1430278741.366	1543, 3856, 4042, 	10942, 32767,  483	 264, -4096, 1194, 	   0,  679, 	32640, 20160, 32640	3014	 39146,91432, 	32621,32.0
0x00, 1430278741.444	2830, 3084, 4031, 	-9308, -32768, -14296	 326, -4096, 1173, 	   0,  679, 	22912, -19520, 32640	3058	 39144,91425, 	32621,32.0
0x00, 1430278741.537	   1,  373, 1176, 	 358, -32768, -2202	 276, -4096, 1480, 	   0,  679, 	-32640, 32640, -12992	1989	 39141,91417, 	32621,32.0
0x00, 1430278741.647	 845, 3559, 4030, 	-11226, 32767, 2215	 225, -4096, 1366, 	   0,  679, 	29056, 20480, 32640	2900	 39146,91432, 	32621,32.0
0x00, 1430278741.741	3801,  440, 4031, 	-151, -32768, -13388	 287, -4096, 1199, 	   0,  679, 	-32640, -32640, 32640	3009	 39146,91432, 	32623,32.0
0x00, 1430278741.819	   1,    9, 3279, 	-377, -32768, -23795	 239, -4096, 1410, 	   0,  679, 	-32640, 32640, 32640	2834	 39145,91429, 	32623,32.0
0x00, 1430278741.912	  10, 2170, 4016, 	-14719, 32767, 29638	 215, -4096, 1417, 	   0,  679, 	-1472, 32640, 32640	2994	 39144,91425, 	32623,32.0
0x00, 1430278742.022	4032,    7, 4037, 	6565, -32768, -7948	 286, -4096, 1263, 	   0,  679, 	-32640, -32640, 32640	3080	 39144,91425, 	32623,32.0
0x00, 1430278742.100	   2,   22, 4021, 	11779, -32768, -10429	 287, -4096, 1446, 	   0,  679, 	-32640, 32640, 32640	3062	 39145,91429, 	32623,32.0
0x00, 1430278742.178	 151, 2472, 4007, 	-5060, 32767, 9851	 258, -4096, 1472, 	   0,  679, 	11072, 32640, 32640	3035	 39146,91432, 	32623,32.0
0x00, 1430278742.272	4046,    3, 4033, 	3435, 32767, 32767	 441, -4096, 1184, 	   0,  679, 	-32640, -32640, 32640	3100	 39146,91432, 	32623,32.0
0x00, 1430278742.397	1663, 3862, 3983, 	-20287, -32768, -24285	 331, -4096, 1385, 	   0,  679, 	32640, 2688, 32640	2976	 39141,91417, 	32623,32.0
0x00, 1430278742.475	   1, 3927, 4038, 	9220, 32767, 13864	 258, -4096, 1406, 	   0,  679, 	32640, 32640, 32640	3117	 39144,91425, 	32623,32.0
0x00, 1430278742.569	2228,    2, 4034, 	-2667, -32768, -16397	 291, -4096, 1234, 	   0,  679, 	-32640, -18432, 32640	3116	 39144,91425, 	32623,32.0
0x00, 1430278742.662	  12, 1805, 4028, 	2253, -32768, -18713	 222, -4096, 1245, 	   0,  680, 	10176, 26240, 32640	3106	 39144,91432, 	32625,32.0
0x00, 1430278742.756	   4, 2483, 4019, 	10165, 32767, 1192	 306, -4096, 1182, 	   0,  679, 	-1536, 32640, 32640	3096	 39146,91438, 	32625,32.0
0x00, 1430278742.850	2444,    2, 4036, 	-1554, -32088, -21401	 287, -4096, 1042, 	   0,  679, 	-32640, -7808, 32640	3126	 39144,91432, 	32625,32.0
0x00, 1430278742.944	 432, 1750, 4038, 	 369, -32768, -17679	 392, -4096, 1149, 	   0,  679, 	-3200, 24896, 32640	3144	 39143,91429, 	32625,32.0
0x00, 1430278743.022	   1, 1661, 3811, 	-3662, 32767, 32767	 429, -4096, 1253, 	   0,  679, 	-4864, 32640, 32640	3145	 39144,91432, 	32625,32.0
0x00, 1430278743.116	4044, 2437, 4017, 	 890, -32768, 4783	 509, -4096, 1019, 	   0,  679, 	6272, -32640, 32640	3093	 39144,91432, 	32625,32.0
0x00, 1430278743.209	   1, 3993,  143, 	-2920, 25204, 6786	 503, -4096, 1332, 	   0,  679, 	32640, 32640, -32640	1662	 39142,91425, 	32625,32.0
0x00, 1430278743.319	4047, 1767, 4022, 	1940, 6503, 4244	 541, -4096,  986, 	   0,  679, 	-8192, -32640, 32640	2844	 39142,91425, 	32625,32.0
0x00, 1430278743.381	 228,  605, 3982, 	15203, -32768, -21222	 441, -4096, 1237, 	   0,  679, 	-20352, 21568, 32640	2855	 39146,91438, 	32625,32.0
0x00, 1430278743.475	   1, 1908, 3908, 	1497, 32767, 17231	 417, -4096, 1319, 	   0,  679, 	-704, 32640, 32640	2995	 39142,91425, 	32625,32.0
0x00, 1430278743.560	4047, 1645, 4037, 	2871, -30592, -1377	 443, -4096, 1004, 	   0,  679, 	-6912, -32640, 32640	3076	 39142,91432, 	32628,32.0
0x00, 1430278743.670	   2,    1, 3659, 	1670, -32768, -17790	 341, -4096, 1438, 	   0,  679, 	-32640, 32640, 32640	2990	 39142,91432, 	32628,32.0
0x00, 1430278743.763	 823, 3583, 4037, 	12276, 32767, 8385	 337, -4096, 1245, 	   0,  679, 	31488, 25088, 32640	3106	 39144,91438, 	32628,32.0
0x00, 1430278743.857	3676, 1891, 4024, 	-4961, -32768, -7715	 327, -4096, 1113, 	   0,  679, 	-9728, -32640, 32640	3079	 39141,91429, 	32628,32.0
0x00, 1430278743.935	   1, 2746,    3, 	-5288, -2661, -1238	 248, -4096, 1468, 	   0,  679, 	5056, 32640, -32640	1561	 39140,91425, 	32628,32.0
0x00, 1430278744.029	2592,  962, 4039, 	14417, 32767, 32767	 332, -4096, 1117, 	   0,  679, 	-12480, -13312, 32640	2867	 39145,91440, 	32628,32.0
0x00, 1430278744.123	1739, 2195, 4003, 	-19384, -32768, -16381	 390, -4096, 1152, 	   0,  679, 	-12032, 2688, 32640	2910	 39138,91420, 	32628,32.0
0x00, 1430278744.216	   1, 2387,   22, 	-4398, 5156, 11519	 314, -4096, 1505, 	   0,  679, 	9344, 32640, -32640	1536	 39142,91432, 	32628,32.0
0x00, 1430278744.295	1812, 2558, 4038, 	13921, 32767, 7642	 321, -4096, 1191, 	   0,  679, 	10048,  384, 32640	2818	 39141,91429, 	32628,32.0
0x00, 1430278744.388	1317,   90, 4022, 	-22866, -32768, -23370	 317, -4096, 1060, 	   0,  679, 	-32640, 12352, 32640	2927	 39140,91425, 	32628,32.0
0x00, 1430278744.467	   2,  262, 1942, 	-13128, -32768, -12350	 303, -4096, 1280, 	   0,  679, 	-32640, 32640, 28288	2193	 39140,91425, 	32630,32.0
0x00, 1430278744.592	3255, 1386, 4040, 	-6456, 32767, 12098	 414, -4096,  981, 	   0,  679, 	-13888, -17984, 32640	2926	 39143,91435, 	32630,32.0
0x00, 1430278744.670	1817, 2775, 3886, 	-19349, -32768, -30806	 516, -4096,  958, 	   0,  679, 	   0, 4224, 32640	2910	 39140,91425, 	32630,32.0
0x00, 1430278744.749	   1, 3925,  107, 	-17376, 14983, 22663	 571, -4096, 1203, 	   0,  679, 	32640, 32640, -32640	1761	 39142,91432, 	32630,32.0
0x00, 1430278744.827	4048, 1545, 4001, 	1022, 14880, 6941	 641, -4096,  868, 	   0,  679, 	-8128, -32640, 32640	2751	 39144,91438, 	32630,32.0
0x00, 1430278744.952	1493,  874, 3864, 	17669, -32768, -23193	 523, -4096, 1152, 	   0,  679, 	-20480, 6336, 32640	2791	 39142,91432, 	32630,32.0
0x00, 1430278745.045	   1, 2564, 4003, 	4141, 32767, 32251	 467, -4096, 1170, 	   0,  679, 	12608, 32640, 32640	2919	 39140,91425, 	32630,32.0
0x00, 1430278745.139	4025,   13, 4034, 	3867,  275, 7807	 483, -4096,  977, 	   0,  679, 	-32640, -32640, 32640	3029	 39140,91425, 	32630,32.0
0x00, 1430278745.217	 606,  328, 4028, 	21953, -32768, -23821	 373, -4096, 1240, 	   0,  679, 	-24320, 17920, 32640	3047	 39138,91420, 	32630,32.0
0x00, 1430278745.311	   1, 1394, 3906, 	2164, 32767, 31912	 342, -4096, 1323, 	   0,  679, 	-12416, 32640, 32640	3043	 39139,91423, 	32630,32.0
0x00, 1430278745.405	4049,  145, 4029, 	5421, 32767, 32648	 407, -4096, 1029, 	   0,  679, 	-32640, -32640, 32640	3078	 39139,91424, 	32632,32.0
0x00, 1430278745.483	1461, 1538, 4019, 	15040, -32768, -24062	 289, -4096, 1343, 	   0,  679, 	-9344, 6592, 32640	3066	 39140,91428, 	32632,32.0
0x00, 1430278745.577	   1, 1645, 2023, 	-6509, 32767, 8221	 287, -4096, 1401, 	   0,  679, 	-9600, 32640, 3520	2497	 39140,91428, 	32632,32.0
0x00, 1430278745.655	4002,   37, 4039, 	-6063, 32767, 32767	 331, -4096, 1190, 	   0,  679, 	-32640, -32640, 32640	3026	 39140,91428, 	32632,32.0
0x00, 1430278745.749	2319, 2966, 3995, 	-7896, -32768, -14067	 337, -4096, 1305, 	   0,  679, 	15232, -10176, 32640	2966	 39138,91422, 	32632,32.0
0x00, 1430278745.874	   1,   42,  848, 	-9979, 12161, -3964	 373, -4096, 1510, 	   0,  679, 	-32640, 32640, -30912	1997	 39138,91422, 	32632,32.0
0x00, 1430278745.936	2570, 1187, 4039, 	1743, 32767, 32767	 384, -4096, 1218, 	   0,  679, 	-4416, -8192, 32640	2928	 39138,91422, 	32632,32.0
0x00, 1430278746.030	1513, 1018, 3998, 	-20725, -32768, -12240	 469, -4096, 1191, 	   0,  679, 	-32640, 12224, 32640	2918	 39136,91416, 	32632,32.0
0x00, 1430278746.108	   2,    2, 2117, 	7894, -32768, -8001	 341, -4096, 1544, 	   0,  679, 	-32640, 32640, -128	2392	 39137,91420, 	32632,32.0
0x00, 1430278746.233	 640, 2718, 4027, 	15396, 32767, -2403	 416, -4096, 1249, 	   0,  679, 	16192, 24192, 32640	2952	 39138,91422, 	32632,32.0
0x00, 1430278746.327	2415,    3, 4037, 	2455, -1228, -101	 368, -4096, 1040, 	   0,  679, 	-32640, -11584, 32640	3044	 39138,91428, 	32636,32.1
0x00, 1430278746.421	1320, 3295, 4000, 	-6850, -32768, -26961	 402, -4096, 1200, 	   0,  679, 	28288, 1856, 32640	2973	 39140,91433, 	32636,32.1
